What is your age?,What is your gender?,In which area do you stay in western line in Mumbai?,Your yearly income in INR,Do you own a house?,Where is your house located?,What is the carpet area of your current house in square feet?,How many rooms do you have?,What is the current price of your house in INR?,c_Car Parking,c_24hr Water Supply,c_Maintenance Staff,c_Gas Pipeline,c_Lift,c_Club house,c_24Hr Security,c_Gym,c_School,c_College,c_Hospitals,c_Medical,c_Railway Station,c_Market,Are you planning to buy a new house in Mumbai(Western Line)?,Would you take a housing loan if you had to buy a house?,In which area you would like to buy a new house in Mumbai(Western Line) if you had to?,What type of house you would look for if you had to buy a house?,What would be your budget if you had to buy a house?,How much carpet area would you want(square feet) if you had to buy a house?,How many rooms do you want if you had to buy a house?,If you had to buy a house what would you buy?,n_Car Parking,n_24hr Water Supply,n_Maintenance Staff,n_Gas Pipeline,n_Lift,n_Club house,n_24Hr Security,n_Gym,n_School,n_College,n_Hospitals,n_Medical,n_Railway Station,n_Market
56 - 65,Male,Goregaon,11lakh and above,Yes,Building,2030,3 BHK,35000000,"Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market",No,Yes,Marine Lines,Building,6Cr - 7Cr,1300,3 BHK,New House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Goregaon,9lakh - 11lakh,Yes,Building,1400,3 BHK,27500000,"Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","College, Medical, Market","College, Medical, Market","College, Medical, Market","College, Medical, Market","College, Medical, Market","College, Medical, Market",No,Yes,Kandivali,Building,3Cr - 4Cr,1240,3 BHK,New House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Female,Goregaon,9lakh - 11lakh,Yes,Building,450,2 BHK,8550000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,No,Bandra,Building,70lakh-80lakh,450,1 BHK,Resale House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Goregaon,7lakh - 9lakh,Yes,Building,1030,2 BHK,18000000,"Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market",No,Yes,Kandivali,Row House,1Cr - 2Cr,2000,3 BHK,Resale House,Gas Pipeline,Gas Pipeline,Gas Pipeline,Gas Pipeline,Gas Pipeline,Gas Pipeline,Gas Pipeline,Gas Pipeline,"Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Female,Goregaon,9lakh - 11lakh,Yes,Building,990,2 BHK,32000000,"Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Kandivali,Row House,2Cr - 3Cr,3000,4 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
56 - 65,Female,Goregaon,9lakh - 11lakh,Yes,Building,550,2 BHK,8000000,"Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",Yes,Yes,Borivali,Bungalow,2Cr - 3Cr,2000,3 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Goregaon,9lakh - 11lakh,Yes,Building,600,2 BHK,30000000,"Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Virar,Row House,1Cr - 2Cr,3000,4 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Female,Goregaon,9lakh - 11lakh,Yes,Building,600,2 BHK,30000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Mira Road,Building,2Cr - 3Cr,800,3 BHK,Resale House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Goregaon,11lakh and above,Yes,Building,800,3 BHK,50000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Dahisar,Building,2Cr - 3Cr,1000,4 BHK,Resale House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
46 - 55,Female,Grant Road,7lakh - 9lakh,Yes,Building,1800,3 BHK,58000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Medical, Market","Medical, Market","Medical, Market","Medical, Market","Medical, Market","Medical, Market",No,No,Bandra,Building,3Cr - 4Cr,750,2 BHK,New House,"Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Jogeshwari,11lakh and above,Yes,Building,997,3 BHK,32500000,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Khar,Building,5Cr - 6Cr,1000,4 BHK,Resale House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Jogeshwari,11lakh and above,Yes,Building,1030,2 BHK,20000000,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market","Medical, Railway Station, Market",No,Yes,Malad,Building,2Cr - 3Cr,900,3 BHK,New House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
